Name,Type,Exterior,Rarity,Extra,Average volume sale,Average price (VND),Max price (VND),Days to reach max,Min price (VND),Days to reach min,Price change (%),Time on market (days)
Sticker | oskar | Boston 2018,Sticker,None,High Grade,Normal,41.3969362,9408.454184,24533.08,1575,1356.429,50,0.57,1806
Sealed Graffiti | compLexity Gaming | London 2018,Others,None,High Grade,Normal,9.955081888,11125.44338,25560.883,938,2870.906,68,1.45,1552
Berlin 2019 Returning Challengers Autograph Capsule,Container,None,Base Grade,Normal,2885.773183,20500.76023,61255.527,342,6691.876,28,-0.44,1204
Sealed Graffiti | Hop (Cash Green),Others,None,Base Grade,Normal,13.97519184,3732.729894,20885.674,1093,301.392,134,0.7,1107
Sticker | Skull Lil Boney,Sticker,None,High Grade,Normal,51.34007279,16161.00944,156535.625,195,10247.029,1732,-0.53,2772
Sealed Graffiti | Shave Master,Others,None,High Grade,Normal,21.93660047,13971.36286,34018.508,0,9506.388,2151,-0.56,2244
StatTrak™ MAG-7 | Monster Call (Well-Worn),Shotgun,Well-Worn,Restricted,StatTrak™,40.7680182,28366.87141,201703.359,0,13228.05875,843,-0.92,845
Desert Eagle | The Bronze (Field-Tested),Pistol,Field-Tested,Industrial Grade,Normal,126.5093757,10503.44399,56714.926,562,5097.621,344,0.45,726
MP7 | Neon Ply (Well-Worn),SMG,Well-Worn,Restricted,Normal,101.703527,13272.13926,24780.855,226,8575.604,13,0.13,1107
Sticker | byali | Boston 2018,Sticker,None,High Grade,Normal,26.10228857,11488.33922,39366.27,1767,1635.664,48,2.68,1806
Negev | Power Loader (Well-Worn),Machinegun,Well-Worn,Restricted,Normal,41.07766255,19524.60089,60557.082,0,8634.377,198,-0.78,2548
CZ75-Auto | Midnight Palm (Field-Tested),Pistol,Field-Tested,Industrial Grade,Normal,237.9967159,11702.15762,48818.168,173,6629.37,31,0.66,434
Souvenir Nova | Walnut (Well-Worn),Shotgun,Well-Worn,Consumer Grade,Souvenir,17.02871522,11305.14532,538151.062,2970,2860.462,1284,-0.18,3029
Dual Berettas | Switch Board (Field-Tested),Pistol,Field-Tested,Industrial Grade,Normal,366.6149971,10453.34323,340607.938,198,4881.852,332,1.01,727
Glock-18 | Night (Battle-Scarred),Pistol,Battle-Scarred,Industrial Grade,Normal,47.79244728,9201.442208,187825.406,525,2042.342,1087,0.59,3072
Sticker | s1mple (Glitter) | Antwerp 2022,Sticker,None,Remarkable,Normal,123.1008439,20696.47445,99349.266,11,10852.705,40,-0.62,210
Sealed Graffiti | Broken Heart (Princess Pink),Others,None,Base Grade,Normal,13.37913254,7778.885432,21704.176,944,452.935,112,7.88,1106
Five-SeveN | Withered Vine (Field-Tested),Pistol,Field-Tested,Industrial Grade,Normal,171.9765116,8518.204849,32830.61547,426,5315.631,33,1.07,434
PP-Bizon | Chemical Green (Well-Worn),SMG,Well-Worn,Industrial Grade,Normal,33.59910436,6177.918605,101336.023,1313,1348.534,77,-0.14,3016
P90 | Verdant Growth (Well-Worn),SMG,Well-Worn,Industrial Grade,Normal,25.6042622,10807.3472,49848.699,186,5110.53,362,0.74,434
Sticker | dephh (Foil) | London 2018,Sticker,None,Remarkable,Normal,6.248663102,9756.874183,58097.457,698,2787.351,186,-0.12,1548
Sawed-Off | Full Stop (Field-Tested),Shotgun,Field-Tested,Mil-Spec,Normal,256.8476229,7598.410312,74138.359,0,1587.036,1670,-0.81,3289
Sealed Graffiti | North | Atlanta 2017,Others,None,High Grade,Normal,23.8529635,9038.746161,27770.891,1967,2035.94,203,-0.38,2146
StatTrak™ SG 553 | Darkwing (Well-Worn),Rifle,Well-Worn,Restricted,StatTrak™,52.06901818,35978.8379,506629.938,0,14754.75242,971,-0.97,973
Sticker | buster (Holo) | Antwerp 2022,Sticker,None,Exotic,Normal,25.08004852,22141.66031,63891.836,4,9688.789,121,-0.57,209
UMP-45 | Exposure (Minimal Wear),SMG,Minimal Wear,Restricted,Normal,264.2546204,15272.44057,127100.391,0,9402.39,286,-0.88,1902
G3SG1 | Dream Glade (Minimal Wear),Rifle,Minimal Wear,Restricted,Normal,177.2718747,22920.57954,102115.609,0,13644.029,157,-0.85,313
Sticker | Toxic,Sticker,None,High Grade,Normal,73.98353295,18687.85409,29964.105,113,11900.09,0,0.44,1343
Sticker | karrigan (Foil) | Berlin 2019,Sticker,None,Remarkable,Normal,10.28486782,11943.57011,40085.945,10,3108.442,98,-0.27,1204
P90 | Facility Negative (Factory New),SMG,Factory New,Mil-Spec,Normal,66.76031645,18672.00617,141746.469,0,10795.784,1086,-0.89,1518
P250 | X-Ray (Factory New),Pistol,Factory New,Restricted,Normal,225.5018451,15520.46028,49466.898,0,8679.202,49,-0.68,1155
Sealed Graffiti | Recoil SG 553 (Monster Purple),Others,None,Base Grade,Normal,1.576923077,9177.795199,24360.117,0,218.785,41,-0.35,715
MP7 | Powercore (Field-Tested),SMG,Field-Tested,Restricted,Normal,258.9472758,11644.98321,71140.336,0,7108.832,483,-0.79,1580
AUG | Spalted Wood (Battle-Scarred),Rifle,Battle-Scarred,Industrial Grade,Normal,9.41547309,8225.268257,17228.314,427,4050.749,39,1.71,432
Patch | Vitality | Stockholm 2021,Others,None,High Grade,Normal,79.44657354,8053.469204,25318.89091,381,1853.024,80,1.3,405
Sticker | mou | London 2018,Sticker,None,High Grade,Normal,14.36564763,8473.077521,24787.088,1050,1866.65,24,2.12,1549
Dual Berettas | Switch Board (Minimal Wear),Pistol,Minimal Wear,Industrial Grade,Normal,200.0677977,11527.00192,281752.219,380,5359.19,362,0.59,727
Sticker | Wingsuit (Holo),Sticker,None,Remarkable,Normal,29.92527715,10882.17528,21211.5282,356,5499.28,24,0.74,377
USP-S | Night Ops (Battle-Scarred),Pistol,Battle-Scarred,Mil-Spec,Normal,80.4332315,9225.092488,192753.203,3110,1940.6,634,-0.89,3289
Sticker | ANGE1 (Foil) | London 2018,Sticker,None,Remarkable,Normal,6.212407992,9830.706651,52944.777,1402,2745.061,187,1.15,1552
Sticker | fitch | Boston 2018,Sticker,None,High Grade,Normal,27.62988506,8430.657152,25151.172,1554,1320.997,48,3.26,1804
Five-SeveN | Hot Shot (Field-Tested),Pistol,Field-Tested,Industrial Grade,Normal,113.7071705,7947.03264,430732.438,2144,1353.75,77,-0.21,3016
Sticker | Vertigo's Hero (Holo),Sticker,None,Remarkable,Normal,375.3247519,14925.17826,22576.186,3,11974.846,41,-0.32,106
MP5-SD | Co-Processor (Factory New),SMG,Factory New,Mil-Spec,Normal,76.10748403,32748.02622,862914.688,0,10826.949,1085,-0.98,1518
Sealed Graffiti | Kiss (Princess Pink),Others,None,Base Grade,Normal,13.90502927,10578.74492,39032.012,997,285.691,1019,6.75,1106
Negev | Boroque Sand (Field-Tested),Machinegun,Field-Tested,Consumer Grade,Normal,143.0533237,10661.30782,493592.281,371,1279.416,9,10.02,1107
Sticker | Brollan (Holo) | Rio 2022,Sticker,None,Exotic,Normal,5.209315476,17563.27397,34292.84,1,7494.422667,32,0.3,39
PP-Bizon | Lumen (Factory New),SMG,Factory New,Mil-Spec,Normal,91.5642795,10634.61383,21998.867,373,6931.589,71,0.16,434
StatTrak™ P90 | Traction (Minimal Wear),SMG,Minimal Wear,Mil-Spec,StatTrak™,47.39894091,18838.61351,88784.93,0,13481.496,126,-0.83,1580
StatTrak™ MP9 | Bioleak (Well-Worn),SMG,Well-Worn,Mil-Spec,StatTrak™,12.78427873,16391.51639,155548.344,1558,7524.761,422,-0.88,2407
Sticker | Gambit | Krakow 2017,Sticker,None,High Grade,Normal,98.21725336,12949.08386,46437.352,1754,3567.455,206,-0.45,1972
MP9 | Ruby Poison Dart (Field-Tested),SMG,Field-Tested,Restricted,Normal,232.1497341,11558.62419,27162.041,5,4864.073,550,-0.32,2744
Sealed Graffiti | Recoil MAC-10 (Wire Blue),Others,None,Base Grade,Normal,1.692810458,9646.63281,39793.441,274,217.784,18,0.64,715
StatTrak™ P90 | Off World (Well-Worn),SMG,Well-Worn,Mil-Spec,StatTrak™,13.86783266,14838.92922,179493.844,0,7849.651,960,-0.92,1357
P250 | Exchanger (Factory New),Pistol,Factory New,Mil-Spec,Normal,58.94571834,18922.34965,178387.109,463,10963.056,422,-0.87,1518
Sticker | The Bot,Sticker,None,High Grade,Normal,30.83031292,23501.34926,49093.637,0,14602.25629,2545,-0.66,2548
MP7 | Groundwater (Field-Tested),SMG,Field-Tested,Consumer Grade,Normal,43.2454293,11763.54568,810654.875,2600,429.683,168,-0.31,3357
Glock-18 | Moonrise (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,484.9962359,25390.51913,374083.562,0,10917.596,1592,-0.96,1748
StatTrak™ MAG-7 | Heat (Battle-Scarred),Shotgun,Battle-Scarred,Restricted,StatTrak™,22.94252651,20989.04757,128581.391,0,9422.267,1165,-0.88,2785
P90 | Scorched (Field-Tested),SMG,Field-Tested,Consumer Grade,Normal,85.24074387,8672.403044,1530033.75,3096,428.988,120,-0.33,3288
M249 | Impact Drill (Well-Worn),Machinegun,Well-Worn,Consumer Grade,Normal,106.9820197,4557.823183,28631.127,705,328.262,763,3.19,2743
XM1014 | Jungle (Field-Tested),Shotgun,Field-Tested,Consumer Grade,Normal,43.59962535,9173.679966,153527.156,2664,460.15,202,-0.23,3357
StatTrak™ Tec-9 | Brother (Well-Worn),Pistol,Well-Worn,Restricted,StatTrak™,33.91862512,28013.08167,405271.781,736,12992.507,447,-0.93,845
AUG | Colony (Field-Tested),Rifle,Field-Tested,Consumer Grade,Normal,69.51609222,5892.753924,834180.812,2659,380.627,368,1.4,3289
MAG-7 | Irradiated Alert (Battle-Scarred),Shotgun,Battle-Scarred,Consumer Grade,Normal,25.07013301,13549.84365,1285373.875,1093,147.696,661,-0.34,3393
Five-SeveN | Withered Vine (Minimal Wear),Pistol,Minimal Wear,Industrial Grade,Normal,157.6538493,9022.023028,16496.67275,423,5552.09,32,0.89,434
Sticker | latto (Holo) | Rio 2022,Sticker,None,Exotic,Normal,2.376923077,23633.67777,85255.953,0,13637.491,32,-0.82,39
StatTrak™ G3SG1 | Orange Crash (Factory New),Rifle,Factory New,Mil-Spec,StatTrak™,26.06517218,22766.50743,169403.312,2239,14585.582,1987,-0.88,2406
G3SG1 | Stinger (Minimal Wear),Rifle,Minimal Wear,Restricted,Normal,113.4834904,12070.27137,499550.625,1416,6038.894,575,-0.67,2192
Galil AR | Sandstorm (Battle-Scarred),Rifle,Battle-Scarred,Mil-Spec,Normal,39.31877764,8287.116788,442289.312,1845,807.559,66,0.46,3268
Souvenir Glock-18 | Red Tire (Field-Tested),Pistol,Field-Tested,Industrial Grade,Souvenir,35.9357956,22294.46996,32113.996,168,14262.22952,396,-0.3,399
PP-Bizon | Cobalt Halftone (Field-Tested),SMG,Field-Tested,Mil-Spec,Normal,221.5592622,6581.175008,552604,2923,846.413,64,0.2,3268
M249 | Midnight Palm (Minimal Wear),Machinegun,Minimal Wear,Industrial Grade,Normal,156.8838419,9165.652567,74580.336,396,5550.084,32,0.85,434
USP-S | Flashback (Well-Worn),Pistol,Well-Worn,Restricted,Normal,103.1310108,27663.9831,89207.891,2,11346.272,1090,-0.62,1455
R8 Revolver | Canal Spray (Well-Worn),Pistol,Well-Worn,Consumer Grade,Normal,21.39305819,10356.09272,316597.5,96,1347.734,8,7.67,1106
AUG | Spalted Wood (Field-Tested),Rifle,Field-Tested,Industrial Grade,Normal,171.2516495,8610.346112,27083.924,348,5213.198,32,1.03,434
MAG-7 | BI83 Spectrum (Field-Tested),Shotgun,Field-Tested,Restricted,Normal,407.5482384,10589.22678,19883.12022,422,5916.586,35,0.12,434
Sticker | roeJ (Holo) | Rio 2022,Sticker,None,Exotic,Normal,2.703763441,23760.53267,44483.352,13,8315.664,33,-0.35,37
Sealed Graffiti | Broken Heart (Brick Red),Others,None,Base Grade,Normal,13.73905244,8555.075431,22585.65,996,517.924,110,8.58,1106
Sticker | Zyphon (Holo) | Antwerp 2022,Sticker,None,Exotic,Normal,26.41841424,18869.17817,60719.605,2,11927.522,123,-0.6,209
MP9 | Dart (Factory New),SMG,Factory New,Mil-Spec,Normal,114.8653563,11173.85904,382498.219,1845,3708.179,124,0.34,2940
StatTrak™ Glock-18 | Off World (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,StatTrak™,114.5370958,34397.91205,276336.75,0,12466.507,1498,-0.94,1902
Sawed-Off | Irradiated Alert (Battle-Scarred),Shotgun,Battle-Scarred,Consumer Grade,Normal,24.08128655,13842.42154,1508804.375,974,550.989,665,-0.54,3392
Sticker | Fearsome,Sticker,None,High Grade,Normal,45.22084647,25740.20814,51544.227,0,11182.06,3058,-0.69,3219
MP5-SD | Nitro (Well-Worn),SMG,Well-Worn,Industrial Grade,Normal,66.60020089,10110.50439,156903.109,689,4890.355,358,0.66,727
FAMAS | CaliCamo (Field-Tested),Rifle,Field-Tested,Industrial Grade,Normal,266.5163245,11394.28564,16256.52183,429,6405.109,32,0.65,434
StatTrak™ Galil AR | Firefight (Battle-Scarred),Rifle,Battle-Scarred,Restricted,StatTrak™,11.75782544,23067.01037,940436.062,1764,11729.487,1975,-0.91,2406
G3SG1 | Keeping Tabs (Factory New),Rifle,Factory New,Mil-Spec,Normal,126.5199234,10471.11636,97190.24938,417,4096.564,434,-0.65,434
P250 | Bone Mask (Field-Tested),Pistol,Field-Tested,Consumer Grade,Normal,76.18749352,8794.637278,1016364,923,406.433,207,0.2,3288
StatTrak™ MP9 | Bioleak (Minimal Wear),SMG,Minimal Wear,Mil-Spec,StatTrak™,50.63302908,22322.40387,96121.297,0,9783.564,422,-0.84,2407
USP-S | Flashback (Battle-Scarred),Pistol,Battle-Scarred,Restricted,Normal,62.80168812,28961.66437,146720.5,33,10766.135,1091,-0.88,1455
Sticker | Lucky | Katowice 2019,Sticker,None,High Grade,Normal,24.8148855,10556.42539,31849.166,533,1414.641,32,1.3,1391
XM1014 | Zombie Offensive (Minimal Wear),Shotgun,Minimal Wear,Restricted,Normal,236.4390071,22600.94172,103535.898,0,13343.70938,312,-0.87,313
AWP | Pit Viper (Minimal Wear),Rifle,Minimal Wear,Restricted,Normal,645.3172176,44600.51313,2205682.25,0,10729.318,2892,-0.99,3289
M4A1-S | Fizzy POP (Battle-Scarred),Rifle,Battle-Scarred,Mil-Spec,Normal,254.9892473,12516.71791,21846.36383,416,3643.22,100,1.28,434
Sticker | FL1T (Holo) | Antwerp 2022,Sticker,None,Exotic,Normal,23.35739533,19524.80874,61541.715,13,9592.908,123,-0.52,210
M4A1-S | Fizzy POP (Field-Tested),Rifle,Field-Tested,Mil-Spec,Normal,1674.767481,11948.04687,21031.75754,421,3055.39,91,0.81,434
Souvenir Glock-18 | Night (Battle-Scarred),Pistol,Battle-Scarred,Industrial Grade,Souvenir,8.91144489,55026.90498,1211224.25,466,12677.189,1922,-0.91,3027
Sealed Graffiti | Banana,Others,None,High Grade,Normal,55.99216427,10937.32058,27087.754,1502,7712.316,54,-0.47,2245
Sealed Graffiti | Recoil MAC-10 (Violent Violet),Others,None,Base Grade,Normal,1.497109827,9173.094503,25677.352,285,1655.356,33,1.22,718
Sealed Graffiti | MIBR | London 2018,Others,None,High Grade,Normal,10.92812282,14248.87836,42602.465,746,5420.521,86,-0.33,1552
StatTrak™ G3SG1 | Ventilator (Factory New),Rifle,Factory New,Mil-Spec,StatTrak™,43.71854408,21598.91499,342498.156,1560,13091.748,685,-0.86,2294
MAG-7 | Irradiated Alert (Field-Tested),Shotgun,Field-Tested,Consumer Grade,Normal,79.13463818,8669.922011,142898.469,3083,229.164,664,-0.88,3395
Tec-9 | Re-Entry (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,211.2982609,16183.73828,170198.766,0,7111.5,787,-0.91,2407
Sticker | ENCE (Foil) | Berlin 2019,Sticker,None,Exotic,Normal,15.72669088,44094.78949,298975.5,19,11885.1425,1193,-0.88,1204
AWP | Pit Viper (Battle-Scarred),Rifle,Battle-Scarred,Restricted,Normal,49.69234319,36233.69841,504912.375,0,9503.464,2925,-0.97,3289
AUG | Colony (Well-Worn),Rifle,Well-Worn,Consumer Grade,Normal,15.17467265,11977.11162,1015511.938,532,357.727,159,5.16,3287
Sticker | Edward | Boston 2018,Sticker,None,High Grade,Normal,42.459395,9070.081021,31408.133,950,1332.272,49,2.4,1803
Sticker | Kimberly,Sticker,None,High Grade,Normal,93.04998411,18929.98822,42370.988,0,9277.815,2281,-0.65,2548
Sealed Graffiti | Recoil MP7 (Frog Green),Others,None,Base Grade,Normal,1.606666667,9182.205547,25305.121,371,1411.279,0,9.89,717
Sticker | tabseN (Holo) | Rio 2022,Sticker,None,Exotic,Normal,2.477235772,30724.86036,86667.719,0,7912.928,37,-0.82,40
Souvenir Five-SeveN | Hot Shot (Battle-Scarred),Pistol,Battle-Scarred,Industrial Grade,Souvenir,11.9881072,15668.96008,375069.789,3018,4140.001,1558,-0.86,3029
StatTrak™ SSG 08 | Necropos (Field-Tested),Rifle,Field-Tested,Mil-Spec,StatTrak™,87.06905337,21717.24008,66847.211,5,9367.377,130,-0.74,2477
MP9 | Ruby Poison Dart (Battle-Scarred),SMG,Battle-Scarred,Restricted,Normal,12.78418955,13078.40318,169399.719,325,4334.688,1272,-0.33,2743
Sealed Graffiti | Gambit Esports | Boston 2018,Others,None,High Grade,Normal,8.419527897,12235.41094,66538.82,1237,2661.583,53,2.62,1806
CZ75-Auto | Pole Position (Minimal Wear),Pistol,Minimal Wear,Restricted,Normal,375.2571102,12656.47079,113736.602,992,5044.805,591,-0.83,2785
MP7 | Guerrilla (Factory New),SMG,Factory New,Mil-Spec,Normal,42.30240817,12302.14932,36051.207,295,7825.417,74,0.3,434
Galil AR | Hunting Blind (Field-Tested),Rifle,Field-Tested,Consumer Grade,Normal,69.36930534,6060.683741,894950.25,1853,362.843,130,-0.28,3288
Sealed Graffiti | Oops (Blood Red),Others,None,Base Grade,Normal,15.49141929,6768.711476,32647.756,732,628.933,122,12.88,1106
StatTrak™ CZ75-Auto | Vendetta (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,StatTrak™,50.73576442,13986.52687,335649.469,236,7523.137,296,-0.58,727
StatTrak™ SG 553 | Darkwing (Battle-Scarred),Rifle,Battle-Scarred,Restricted,StatTrak™,36.56952953,31551.24729,503651.406,0,12740.5,822,-0.97,973
Sticker | Get Smoked (Holo),Sticker,None,Remarkable,Normal,331.4504197,12323.86412,20488.90104,89,8681.89,1,0.42,106
StatTrak™ M249 | System Lock (Minimal Wear),Machinegun,Minimal Wear,Mil-Spec,StatTrak™,68.09917737,12863.73881,146751.688,2164,3494.74,66,-0.81,2882
Sticker | Big Hugs (Holo),Sticker,None,Remarkable,Normal,91.51054638,10448.181,20184.63792,964,5356.078,678,0.33,983
FAMAS | Teardown (Field-Tested),Rifle,Field-Tested,Mil-Spec,Normal,318.3717104,8405.926334,248080.281,0,2049.969,1459,-0.94,3289
G3SG1 | High Seas (Field-Tested),Rifle,Field-Tested,Restricted,Normal,214.0858206,11921.94696,71084.781,0,7134.158,116,-0.79,1580
Sealed Graffiti | Smarmy (Violent Violet),Others,None,Base Grade,Normal,13.05103299,5798.394397,19330.773,998,302.722,120,15.09,1107
Sticker | Clutchman (Holo),Sticker,None,Remarkable,Normal,111.6638751,16501.45739,26144.412,516,9849.305,738,0.18,1139
Sticker | BIG (Foil) | Stockholm 2021,Sticker,None,Exotic,Normal,38.5045143,15003.33695,47184.949,192,4117.805,86,-0.29,403
FAMAS | Neural Net (Battle-Scarred),Rifle,Battle-Scarred,Restricted,Normal,32.38026245,11917.18434,37902.438,2143,4665.831,548,-0.39,2744
Five-SeveN | Urban Hazard (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,Normal,497.890544,10047.05957,17911.93861,2930,3357.716,124,0.59,2940
MP5-SD | Gauss (Minimal Wear),SMG,Minimal Wear,Restricted,Normal,138.4814214,13846.33735,612389.8392,1337,8816.94,1203,-0.85,1357
SG 553 | Phantom (Minimal Wear),Rifle,Minimal Wear,Restricted,Normal,196.8491511,15525.70317,70940.719,0,8136.803,280,-0.78,1902
StatTrak™ Dual Berettas | Shred (Minimal Wear),Pistol,Minimal Wear,Mil-Spec,StatTrak™,42.63421563,15734.93309,82232.969,0,10879.148,483,-0.82,1580
Sawed-Off | Irradiated Alert (Well-Worn),Shotgun,Well-Worn,Consumer Grade,Normal,18.13190552,10259.12056,331751.344,876,603.42,99,-0.28,3392
UMP-45 | Plastique (Well-Worn),SMG,Well-Worn,Restricted,Normal,25.83801728,13839.26332,656579.875,439,8541.111,253,-0.19,1139
StatTrak™ PP-Bizon | Night Riot (Factory New),SMG,Factory New,Mil-Spec,StatTrak™,19.75880095,23474.62552,182409.641,962,13003.345,1610,-0.87,1748
AUG | Spalted Wood (Well-Worn),Rifle,Well-Worn,Industrial Grade,Normal,19.42535545,8263.59895,40388.473,215,969.211,397,1.16,433
Sawed-Off | Irradiated Alert (Field-Tested),Shotgun,Field-Tested,Consumer Grade,Normal,82.08864675,8862.281059,142831.484,1305,144.136,663,-0.79,3395
Sticker | Staehr (Holo) | Rio 2022,Sticker,None,Exotic,Normal,5.34197995,15089.70546,25407.766,1,8451.725,35,0.73,39
Patch | Metal Master Guardian,Others,None,Remarkable,Normal,30.80099234,13316.50704,26451.148,653,6515.944,71,0.19,725
Sealed Graffiti | Recoil MAC-10 (Monarch Blue),Others,None,Base Grade,Normal,1.772727273,10567.1446,58295.992,289,2221.84,99,5.56,723
StatTrak™ Tec-9 | Brother (Battle-Scarred),Pistol,Battle-Scarred,Restricted,StatTrak™,24.56036755,25165.17072,156298.359,0,11988.347,693,-0.91,845
StatTrak™ FAMAS | Meow 36 (Minimal Wear),Rifle,Minimal Wear,Mil-Spec,StatTrak™,65.73090545,23366.95876,99181.75,0,14099.89883,150,-0.85,152
Sticker | USTILO (Foil) | London 2018,Sticker,None,Remarkable,Normal,6.363336992,8437.201816,27363.758,699,2545.749,61,1.02,1548
Five-SeveN | Urban Hazard (Field-Tested),Pistol,Field-Tested,Mil-Spec,Normal,99.61038358,9361.887617,84799.016,1863,3028.905,124,0.89,2940
StatTrak™ UMP-45 | Moonrise (Field-Tested),SMG,Field-Tested,Restricted,StatTrak™,58.06300971,19393.82033,232644.75,0,11209.732,927,-0.94,1357
StatTrak™ Glock-18 | Bunsen Burner (Battle-Scarred),Pistol,Battle-Scarred,Mil-Spec,StatTrak™,74.6998356,22892.88343,122473.828,6,11765.936,2348,-0.86,2744
Sticker | Attacker (Foil) | Berlin 2019,Sticker,None,Remarkable,Normal,9.985976789,13483.96075,43862.082,1134,3084.434,101,-0.51,1202
Dual Berettas | Drift Wood (Battle-Scarred),Pistol,Battle-Scarred,Industrial Grade,Normal,40.89166117,10660.22325,70222.508,161,5656.572,33,1.08,434
Sticker | flamie | Boston 2018,Sticker,None,High Grade,Normal,42.12610881,11841.90267,48847.012,1211,1338.174,50,2.39,1804
Sticker | Natus Vincere (Foil) | 2020 RMR,Sticker,None,Exotic,Normal,486.0565115,50889.04814,274946.375,48,12509.564,505,-0.92,671
